District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year,Predicted_Production,Production_Gap,Gap_Percentage,Prediction_Accuracy,Performance
PUTTALAM,7227.0,7333.0,767.0,15327.0,7221.0,7220.0,731.0,15172.0,4142.0,3591.0,2844.0,3817.0,12896.0,49227.0,2015 Yala.csv,Yala,2015,44150.711904638076,5076.288095361924,10.311999706181412,89.68800029381859,Above Expected
ANURADHAPURA,24617.0,25766.0,15.0,50398.0,24604.0,25483.0,15.0,50102.0,4928.0,4308.0,3172.0,4612.0,40287.0,185818.0,2015 Yala.csv,Yala,2015,206599.10681291774,-20781.106812917744,-11.18358114548523,88.81641885451477,Below Expected
POLONNARUWA,55532.0,6590.0,13.0,62135.0,55385.0,6401.0,13.0,61799.0,5140.0,5054.0,4427.0,5131.0,54668.0,280476.0,2015 Yala.csv,Yala,2015,248672.70572972705,31803.29427027295,11.339043009124827,88.66095699087518,Above Expected
BADULLA,8766.0,4278.0,30.0,13074.0,8766.0,4278.0,30.0,13074.0,4766.0,3840.0,2979.0,4459.0,11112.0,49547.0,2015 Yala.csv,Yala,2015,49981.69467565151,-434.6946756515099,-0.8773380338900637,99.12266196610993,As Expected
MONARAGALA,8258.0,6389.0,768.0,15415.0,8258.0,6378.0,767.0,15403.0,4359.0,3676.0,3053.0,4011.0,15095.0,60550.0,2015 Yala.csv,Yala,2015,56711.493997322425,3838.5060026775755,6.339398848352726,93.66060115164727,Above Expected
RATNAPURA,2092.0,4796.0,1423.0,8311.0,2092.0,4783.0,1415.0,8290.0,4823.0,3250.0,3486.0,3688.0,7046.0,25984.0,2015 Yala.csv,Yala,2015,32489.724752896967,-6505.724752896967,-25.037425927097317,74.96257407290268,Below Expected
KEGALLE,0.0,1376.0,3347.0,4723.0,0.0,1364.0,3314.0,4678.0,0.0,3402.0,3452.0,3437.0,4382.0,15063.0,2015 Yala.csv,Yala,2015,20504.685434609222,-5441.685434609222,-36.12617297091696,63.87382702908304,Below Expected
UDA_WALAWE,12524.0,0.0,0.0,12524.0,12524.0,0.0,0.0,12524.0,6062.0,0.0,0.0,6062.0,12273.0,74400.0,2015 Yala.csv,Yala,2015,55075.49590835279,19324.504091647213,25.97379582210647,74.02620417789353,Above Expected
MAHAWELI_H,18064.0,0.0,0.0,18064.0,18064.0,0.0,0.0,18064.0,5526.0,0.0,0.0,5526.0,16200.0,89515.0,2015 Yala.csv,Yala,2015,80469.51580723423,9045.484192765769,10.104992674709008,89.89500732529099,Above Expected
COLOMBO,43.0,628.0,2225.0,2896.0,43.0,624.0,2221.0,2888.0,2696.0,3685.0,3351.0,3414.0,2455.0,8381.0,2015-2016 Maha.csv,Maha,2015-2016,25338.519530974016,-16957.519530974016,-202.33289023951815,-102.33289023951815,Below Expected
GAMPAHA,1617.0,3207.0,5165.0,9989.0,1617.0,3201.0,5165.0,9983.0,3778.0,3943.0,3813.0,3849.0,8485.0,32661.0,2015-2016 Maha.csv,Maha,2015-2016,47820.150146776585,-15159.150146776585,-46.41361301483906,53.58638698516094,Below Expected
KALUTARA,129.0,1861.0,9746.0,11736.0,128.0,1860.0,9734.0,11722.0,3548.0,3223.0,3381.0,3358.0,10814.0,36314.0,2015-2016 Maha.csv,Maha,2015-2016,50798.870277112044,-14484.870277112044,-39.88784016388182,60.11215983611818,Below Expected
KANDY,4132.0,5167.0,2448.0,11747.0,4132.0,5160.0,2441.0,11733.0,4471.0,3275.0,3600.0,3764.0,9279.0,34921.0,2015-2016 Maha.csv,Maha,2015-2016,50824.2134816468,-15903.213481646802,-45.54054431902523,54.45945568097477,Below Expected
MATALE,6729.0,8253.0,4876.0,19858.0,6725.0,8239.0,4760.0,19724.0,4696.0,4343.0,4330.0,4460.0,17738.0,79115.0,2015-2016 Maha.csv,Maha,2015-2016,82100.52055686894,-2985.5205568689416,-3.773646662287735,96.22635333771227,As Expected
NUWARAELIYA,995.0,3854.0,17.0,4866.0,995.0,3854.0,17.0,4866.0,3828.0,3770.0,3160.0,3779.0,2742.0,10365.0,2015-2016 Maha.csv,Maha,2015-2016,25349.249606237998,-14984.249606237998,-144.56584280017364,-44.56584280017364,Below Expected
GALLE,66.0,480.0,9628.0,10174.0,66.0,471.0,9581.0,10118.0,3200.0,2334.0,2994.0,2965.0,7919.0,23476.0,2015-2016 Maha.csv,Maha,2015-2016,41493.21453454196,-18017.214534541963,-76.74737832059108,23.252621679408918,Below Expected
MATARA,3338.0,2730.0,6032.0,12100.0,3206.0,2645.0,5997.0,11848.0,4118.0,3661.0,4196.0,4055.0,9353.0,37932.0,2015-2016 Maha.csv,Maha,2015-2016,55211.190124855006,-17279.190124855006,-45.553068978316475,54.446931021683525,Below Expected
HAMBANTOTA,20552.0,5845.0,1451.0,27848.0,19957.0,5776.0,1395.0,27128.0,5728.0,4995.0,2735.0,5418.0,23702.0,128424.0,2015-2016 Maha.csv,Maha,2015-2016,122713.72865914465,5710.271340855354,4.4464207164201035,95.5535792835799,As Expected
JAFFNA,0.0,0.0,10252.0,10252.0,0.0,0.0,8389.0,8389.0,0.0,0.0,2352.0,2352.0,7445.0,17511.0,2015-2016 Maha.csv,Maha,2015-2016,28060.69825083653,-10549.698250836529,-60.24612101442825,39.75387898557175,Below Expected
MANNAR,15408.0,3236.0,54.0,18698.0,15376.0,3234.0,54.0,18664.0,5030.0,4862.0,4227.0,4999.0,17821.0,89079.0,2015-2016 Maha.csv,Maha,2015-2016,75154.15777195821,13924.842228041787,15.632014535459296,84.36798546454071,Above Expected
VAVUNIYA,4134.0,11315.0,2029.0,17478.0,4134.0,11315.0,2029.0,17478.0,4188.0,4456.0,4171.0,4359.0,16491.0,71889.0,2015-2016 Maha.csv,Maha,2015-2016,65052.328264326,6836.671735673997,9.510038720352206,90.48996127964779,Above Expected
MULATIVU,7299.0,4390.0,4357.0,16046.0,6719.0,4225.0,2471.0,13415.0,3714.0,3608.0,3396.0,3622.0,12658.0,45851.0,2015-2016 Maha.csv,Maha,2015-2016,50589.43770074365,-4738.437700743649,-10.33442607738904,89.66557392261096,Below Expected
KILLINOCHCHI,11273.0,344.0,12551.0,24168.0,11273.0,344.0,12551.0,24168.0,4004.0,3772.0,3925.0,3959.0,21446.0,84913.0,2015-2016 Maha.csv,Maha,2015-2016,84420.36434835441,492.6356516455853,0.5801651709933524,99.41983482900665,As Expected
BATTICALOA,20891.0,3006.0,38091.0,61988.0,18152.0,2801.0,35448.0,56401.0,2992.0,2774.0,3057.0,3022.0,49779.0,150434.0,2015-2016 Maha.csv,Maha,2015-2016,193953.07744162192,-43519.07744162192,-28.929017005212863,71.07098299478713,Below Expected
AMPARA,61986.0,3804.0,15196.0,80986.0,61773.0,3783.0,15196.0,80752.0,4671.0,4456.0,3641.0,4467.0,77174.0,344765.0,2015-2016 Maha.csv,Maha,2015-2016,271505.429228463,73259.57077153702,21.249132241247523,78.75086775875248,Above Expected
TRINCOMALEE,18444.0,8641.0,7613.0,34698.0,18014.0,8636.0,7570.0,34220.0,4833.0,4459.0,4071.0,4570.0,31790.0,145279.0,2015-2016 Maha.csv,Maha,2015-2016,121515.35412979253,23763.645870207474,16.357247689072388,83.64275231092762,Above Expected
KURUNEGALA,15521.0,37432.0,27825.0,80778.0,15506.0,37384.0,27735.0,80625.0,4912.0,4087.0,3754.0,4131.0,80625.0,333062.0,2015-2016 Maha.csv,Maha,2015-2016,269381.1066920655,63680.893307934515,19.119831535250047,80.88016846474996,Above Expected
PUTTALAM,7835.0,10298.0,1957.0,20090.0,7638.0,10024.0,1908.0,19570.0,4219.0,3847.0,3883.0,3996.0,16634.0,66466.0,2015-2016 Maha.csv,Maha,2015-2016,75953.88936458882,-9487.889364588817,-14.274801198490684,85.72519880150932,Below Expected
ANURADHAPURA,29203.0,52935.0,14116.0,96254.0,29106.0,52658.0,14101.0,95865.0,5112.0,4666.0,4303.0,4748.0,77085.0,365988.0,2015-2016 Maha.csv,Maha,2015-2016,286342.6109210381,79645.38907896192,21.76174876743552,78.23825123256448,Above Expected
POLONNARUWA,56832.0,6649.0,1721.0,65202.0,56774.0,6628.0,1721.0,65123.0,5109.0,5026.0,3443.0,5056.0,57608.0,291274.0,2015-2016 Maha.csv,Maha,2015-2016,257459.01998472994,33814.98001527006,11.609336918252252,88.39066308174775,Above Expected
BADULLA,11075.0,10442.0,5772.0,27289.0,11075.0,10442.0,5772.0,27289.0,4821.0,4197.0,3502.0,4303.0,23195.0,99813.0,2015-2016 Maha.csv,Maha,2015-2016,98369.98782449402,1443.0121755059808,1.4457156637972817,98.55428433620271,As Expected
MONARAGALA,9271.0,10423.0,17989.0,37683.0,9271.0,10409.0,17976.0,37656.0,4516.0,4249.0,3207.0,3817.0,36902.0,140855.0,2015-2016 Maha.csv,Maha,2015-2016,124392.81639367004,16462.183606329956,11.687326403982787,88.31267359601722,Above Expected
RATNAPURA,2120.0,6289.0,2754.0,11163.0,2119.0,6269.0,2737.0,11125.0,4801.0,3764.0,3421.0,3877.0,9456.0,36660.0,2015-2016 Maha.csv,Maha,2015-2016,49163.939454853855,-12503.939454853855,-34.10785448678084,65.89214551321916,Below Expected
KEGALLE,0.0,1772.0,3985.0,5757.0,0.0,1757.0,3956.0,5713.0,0.0,4500.0,3681.0,3933.0,5352.0,21046.0,2015-2016 Maha.csv,Maha,2015-2016,33174.09136487628,-12128.09136487628,-57.626586357865065,42.373413642134935,Below Expected
UDA_WALAWE,12224.0,0.0,0.0,12224.0,12224.0,0.0,0.0,12224.0,5907.0,0.0,0.0,5907.0,11979.0,70757.0,2015-2016 Maha.csv,Maha,2015-2016,63982.91183786061,6774.088162139393,9.573735689952079,90.42626431004793,Above Expected
MAHAWELI_H,24037.0,0.0,0.0,24037.0,24037.0,0.0,0.0,24037.0,6284.0,0.0,0.0,6284.0,21556.0,135462.0,2015-2016 Maha.csv,Maha,2015-2016,111744.56707681488,23717.432923185115,17.508550680770337,82.49144931922966,Above Expected
COLOMBO,5.0,113.0,284.0,402.0,5.0,113.0,280.0,398.0,2463.0,2236.0,2703.0,2567.0,338.0,869.0,2016 Yala.csv,Yala,2016,9779.294000229966,-8910.294000229966,-1025.3502877134597,-925.3502877134597,Below Expected
GAMPAHA,841.0,391.0,671.0,1903.0,841.0,384.0,650.0,1875.0,2962.0,2714.0,2362.0,2703.0,1594.0,4308.0,2016 Yala.csv,Yala,2016,18535.2184770747,-14227.2184770747,-330.2511252802856,-230.25112528028558,Below Expected
KALUTARA,38.0,473.0,2288.0,2799.0,38.0,471.0,2277.0,2786.0,3179.0,3204.0,2898.0,2954.0,2570.0,7592.0,2016 Yala.csv,Yala,2016,23245.581337539366,-15653.581337539366,-206.18521255979144,-106.18521255979144,Below Expected
KANDY,3858.0,2492.0,1215.0,7565.0,3858.0,2489.0,1205.0,7552.0,4486.0,2292.0,3048.0,3533.0,5973.0,21103.0,2016 Yala.csv,Yala,2016,29886.85875385127,-8783.85875385127,-41.62374427262128,58.37625572737872,Below Expected
MATALE,4381.0,2798.0,235.0,7414.0,4377.0,2758.0,229.0,7364.0,4987.0,4814.0,3814.0,4886.0,6623.0,32359.0,2016 Yala.csv,Yala,2016,31846.810334713293,512.1896652867072,1.5828352708263764,98.41716472917362,As Expected
NUWARAELIYA,446.0,1569.0,2.0,2017.0,445.0,1568.0,2.0,2015.0,3815.0,3152.0,1656.0,3297.0,1135.0,3744.0,2016 Yala.csv,Yala,2016,12805.112016840736,-9061.112016840736,-242.0168807916863,-142.0168807916863,Below Expected
GALLE,0.0,10.0,1189.0,1199.0,0.0,10.0,1170.0,1180.0,0.0,2657.0,3152.0,3148.0,924.0,2908.0,2016 Yala.csv,Yala,2016,18247.197935722,-15339.197935722,-527.4827350660936,-427.4827350660936,Below Expected
MATARA,2147.0,1538.0,2719.0,6404.0,2094.0,1526.0,2714.0,6334.0,3558.0,3525.0,3953.0,3719.0,5000.0,18597.0,2016 Yala.csv,Yala,2016,30983.29971917259,-12386.299719172592,-66.60375178347363,33.396248216526374,Below Expected
HAMBANTOTA,18790.0,3195.0,459.0,22444.0,18537.0,3076.0,429.0,22042.0,5224.0,5825.0,2687.0,5259.0,19258.0,101267.0,2016 Yala.csv,Yala,2016,100026.0769132342,1240.9230867658043,1.2253973029375853,98.77460269706242,As Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016 Yala.csv,Yala,2016,7923.789127668549,-7923.789127668549,-inf,-inf,Below Expected
MANNAR,956.0,1460.0,0.0,2416.0,946.0,1054.0,0.0,2000.0,5283.0,3155.0,0.0,4162.0,1910.0,7949.0,2016 Yala.csv,Yala,2016,15113.629114927198,-7164.629114927198,-90.13245835862622,9.867541641373776,Below Expected
VAVUNIYA,1123.0,2248.0,0.0,3371.0,1121.0,0.0,0.0,1121.0,4165.0,0.0,0.0,4165.0,1058.0,4405.0,2016 Yala.csv,Yala,2016,22054.836236036288,-17649.836236036288,-400.67732658425166,-300.67732658425166,Below Expected
MULATIVU,4059.0,1285.0,0.0,5344.0,4059.0,1285.0,0.0,5344.0,4333.0,4185.0,0.0,4297.0,5042.0,21666.0,2016 Yala.csv,Yala,2016,23294.45811513746,-1628.4581151374587,-7.516191798843621,92.48380820115638,Below Expected
KILLINOCHCHI,2382.0,60.0,0.0,2442.0,2382.0,60.0,0.0,2442.0,4380.0,3606.0,0.0,4360.0,2168.0,9452.0,2016 Yala.csv,Yala,2016,23218.00588166213,-13766.005881662131,-145.64119637814358,-45.641196378143576,Below Expected
BATTICALOA,22694.0,3483.0,1183.0,27360.0,22694.0,3483.0,1153.0,27330.0,3495.0,3709.0,3836.0,3536.0,24122.0,85305.0,2016 Yala.csv,Yala,2016,83445.72132577865,1859.2786742213502,2.1795658803368503,97.82043411966315,As Expected
AMPARA,60480.0,2125.0,1399.0,64004.0,60479.0,2125.0,1399.0,64003.0,4729.0,5440.0,5337.0,4766.0,61167.0,291520.0,2016 Yala.csv,Yala,2016,217140.3835758011,74379.6164241989,25.51441287877295,74.48558712122704,Above Expected
TRINCOMALEE,16978.0,3985.0,0.0,20963.0,16978.0,3985.0,0.0,20963.0,4928.0,4754.0,0.0,4895.0,19474.0,95320.0,2016 Yala.csv,Yala,2016,79840.38098553187,15479.619014468131,16.23963388005469,83.7603661199453,Above Expected
KURUNEGALA,13890.0,22112.0,14188.0,50190.0,13858.0,21614.0,13884.0,49356.0,4524.0,3459.0,2675.0,3537.0,49357.0,174599.0,2016 Yala.csv,Yala,2016,195463.07354741436,-20864.07354741436,-11.94970964748616,88.05029035251384,Below Expected
PUTTALAM,6565.0,6901.0,684.0,14150.0,6377.0,6541.0,651.0,13569.0,3633.0,2960.0,3081.0,3282.0,11533.0,37850.0,2016 Yala.csv,Yala,2016,37462.302665254465,387.69733474553504,1.0242994312959974,98.975700568704,As Expected
ANURADHAPURA,19143.0,19538.0,20.0,38701.0,19085.0,19118.0,20.0,38223.0,4380.0,4208.0,5855.0,4295.0,30735.0,131995.0,2016 Yala.csv,Yala,2016,153457.3138430216,-21462.313843021606,-16.259944575947273,83.74005542405273,Below Expected
POLONNARUWA,51258.0,5006.0,0.0,56264.0,51239.0,5006.0,0.0,56245.0,5029.0,5240.0,0.0,5047.0,49754.0,251131.0,2016 Yala.csv,Yala,2016,237409.03306759038,13721.966932409618,5.464067332352285,94.53593266764771,Above Expected
BADULLA,8539.0,4123.0,17.0,12679.0,8539.0,4123.0,17.0,12679.0,4785.0,3656.0,2573.0,4415.0,10778.0,47583.0,2016 Yala.csv,Yala,2016,45814.11656709143,1768.883432908573,3.717469333393382,96.28253066660662,As Expected
MONARAGALA,6156.0,2998.0,251.0,9405.0,6156.0,2985.0,243.0,9384.0,4503.0,4153.0,3400.0,4363.0,9196.0,40121.0,2016 Yala.csv,Yala,2016,47224.254785495345,-7103.254785495345,-17.704580607400974,82.29541939259903,Below Expected
RATNAPURA,1760.0,3596.0,849.0,6205.0,1741.0,3556.0,835.0,6132.0,5083.0,3992.0,3039.0,4172.0,5212.0,21745.0,2016 Yala.csv,Yala,2016,29131.58828574827,-7386.588285748268,-33.969134448141034,66.03086555185897,Below Expected
KEGALLE,0.0,700.0,1762.0,2462.0,0.0,686.0,1732.0,2418.0,0.0,3416.0,3323.0,3349.0,2266.0,7588.0,2016 Yala.csv,Yala,2016,18258.732710067696,-10670.732710067696,-140.62641947901548,-40.62641947901548,Below Expected
UDA_WALAWE,10588.0,0.0,0.0,10588.0,10588.0,0.0,0.0,10588.0,6365.0,0.0,0.0,6365.0,10376.0,66042.0,2016 Yala.csv,Yala,2016,50108.54306067181,15933.456939328193,24.12624835608884,75.87375164391116,Above Expected
MAHAWELI_H,6627.0,0.0,0.0,6627.0,6627.0,0.0,0.0,6627.0,5111.0,0.0,0.0,5111.0,5943.0,30374.0,2016 Yala.csv,Yala,2016,44227.648277014305,-13853.648277014305,-45.610220178489186,54.389779821510814,Below Expected
COLOMBO,48.0,506.0,1688.0,2242.0,48.0,506.0,1687.0,2241.0,3527.0,3479.0,3422.0,3437.0,1905.0,6546.0,2016-2017 Maha.csv,Maha,2016-2017,14179.691797904503,-7633.691797904503,-116.61612890168809,-16.616128901688086,Below Expected
GAMPAHA,1418.0,2561.0,3953.0,7932.0,735.0,1715.0,2548.0,4998.0,2266.0,3479.0,3556.0,3340.0,4248.0,14187.0,2016-2017 Maha.csv,Maha,2016-2017,30571.705101830037,-16384.705101830037,-115.49097837337025,-15.490978373370254,Below Expected
KALUTARA,98.0,1386.0,7354.0,8838.0,98.0,1384.0,7352.0,8834.0,3061.0,3481.0,3588.0,3565.0,8149.0,29051.0,2016-2017 Maha.csv,Maha,2016-2017,34717.86142719864,-5666.861427198637,-19.506596768437014,80.49340323156298,Below Expected
KANDY,3548.0,3618.0,1394.0,8560.0,3536.0,3540.0,1224.0,8300.0,5142.0,4054.0,3105.0,4377.0,6563.0,28730.0,2016-2017 Maha.csv,Maha,2016-2017,34482.92751493221,-5752.927514932213,-20.02411247800979,79.97588752199022,Below Expected
MATALE,4818.0,2792.0,1739.0,9349.0,4608.0,2571.0,869.0,8048.0,4807.0,4200.0,3974.0,4523.0,7237.0,32734.0,2016-2017 Maha.csv,Maha,2016-2017,41784.8557514779,-9050.855751477902,-27.649709022661156,72.35029097733884,Below Expected
NUWARAELIYA,995.0,3316.0,11.0,4322.0,995.0,3316.0,11.0,4322.0,3631.0,3977.0,3893.0,3897.0,2435.0,9490.0,2016-2017 Maha.csv,Maha,2016-2017,15647.406384470924,-6157.4063844709235,-64.88310204921942,35.11689795078058,Below Expected
GALLE,66.0,263.0,7789.0,8118.0,66.0,244.0,7777.0,8087.0,3477.0,3481.0,3546.0,3543.0,6328.0,22423.0,2016-2017 Maha.csv,Maha,2016-2017,29105.078036267063,-6682.078036267063,-29.800107194697688,70.19989280530231,Below Expected
MATARA,3411.0,2823.0,5345.0,11579.0,3380.0,2817.0,5312.0,11509.0,4767.0,4687.0,4413.0,4584.0,9087.0,41652.0,2016-2017 Maha.csv,Maha,2016-2017,37640.02701498108,4011.972985018918,9.632125672282047,90.36787432771796,Above Expected
HAMBANTOTA,17858.0,3161.0,992.0,22011.0,17703.0,3084.0,963.0,21750.0,5387.0,4943.0,3787.0,5253.0,19003.0,99825.0,2016-2017 Maha.csv,Maha,2016-2017,104022.60372472793,-4197.603724727931,-4.204962408943582,95.79503759105641,As Expected
JAFFNA,0.0,0.0,10049.0,10049.0,0.0,0.0,1830.0,1830.0,0.0,0.0,2021.0,2021.0,1624.0,3283.0,2016-2017 Maha.csv,Maha,2016-2017,17769.764967069616,-14486.764967069616,-441.2660666180206,-341.2660666180206,Below Expected
MANNAR,11586.0,2949.0,30.0,14565.0,11211.0,2652.0,0.0,13863.0,4543.0,2968.0,0.0,4242.0,13236.0,56149.0,2016-2017 Maha.csv,Maha,2016-2017,39975.69579352356,16173.304206476438,28.80426046140882,71.19573953859118,Above Expected
VAVUNIYA,2845.0,6854.0,1316.0,11015.0,2622.0,2640.0,139.0,5401.0,4395.0,4307.0,3688.0,4334.0,5095.0,22083.0,2016-2017 Maha.csv,Maha,2016-2017,32024.17185447696,-9941.171854476961,-45.01730677207336,54.98269322792664,Below Expected
MULATIVU,7226.0,4504.0,3932.0,15662.0,3594.0,1316.0,857.0,5767.0,3231.0,2166.0,3020.0,2957.0,5441.0,16087.0,2016-2017 Maha.csv,Maha,2016-2017,34297.937596523494,-18210.937596523494,-113.2028196464443,-13.202819646444297,Below Expected
KILLINOCHCHI,11352.0,434.0,13170.0,24956.0,9838.0,304.0,4921.0,15063.0,4106.0,3331.0,3778.0,3983.0,13366.0,53241.0,2016-2017 Maha.csv,Maha,2016-2017,66248.98158844658,-13007.981588446579,-24.432263835101857,75.56773616489815,Below Expected
BATTICALOA,20104.0,3397.0,39335.0,62836.0,17788.0,2609.0,16469.0,36866.0,3078.0,2709.0,1880.0,2516.0,32537.0,81878.0,2016-2017 Maha.csv,Maha,2016-2017,187820.8092457104,-105942.8092457104,-129.39105650566748,-29.39105650566748,Below Expected
AMPARA*,62222.0,3667.0,15569.0,81458.0,59214.0,1507.0,7016.0,67737.0,5074.0,3226.0,2681.0,4785.0,64736.0,309733.0,2016-2017 Maha.csv,Maha,2016-2017,273644.89801228256,36088.10198771744,11.65135842409993,88.34864157590007,Above Expected
TRINCOMALEE,16131.0,5753.0,7352.0,29236.0,15127.0,2601.0,647.0,18375.0,4579.0,3307.0,3380.0,4356.0,17071.0,74365.0,2016-2017 Maha.csv,Maha,2016-2017,84003.2371556032,-9638.237155603201,-12.960716944265718,87.03928305573429,Below Expected
KURUNEGALA,10235.0,17599.0,18954.0,46788.0,8180.0,6933.0,3368.0,18481.0,5014.0,4061.0,4373.0,4540.0,18481.0,83898.0,2016-2017 Maha.csv,Maha,2016-2017,173430.00848371617,-89532.00848371617,-106.71530725847597,-6.715307258475974,Below Expected
PUTTALAM,4678.0,5356.0,1502.0,11536.0,3961.0,2273.0,543.0,6777.0,4005.0,3022.0,3380.0,3625.0,5761.0,20885.0,2016-2017 Maha.csv,Maha,2016-2017,39113.46237023072,-18228.46237023072,-87.2801645689764,12.719835431023597,Below Expected
ANURADHAPURA,12610.0,15784.0,9459.0,37853.0,11643.0,7704.0,389.0,19736.0,4827.0,4295.0,4248.0,4608.0,15870.0,73127.0,2016-2017 Maha.csv,Maha,2016-2017,158305.18271967684,-85178.18271967684,-116.47979914351312,-16.47979914351312,Below Expected
POLONNARUWA*,43672.0,5175.0,774.0,49621.0,42034.0,5175.0,573.0,47782.0,5198.0,4271.0,3747.0,5080.0,42268.0,214722.0,2016-2017 Maha.csv,Maha,2016-2017,191737.4228871968,22984.577112803207,10.704341945773235,89.29565805422676,Above Expected
BADULLA,9914.0,6955.0,2924.0,19793.0,9793.0,6811.0,1405.0,18009.0,4936.0,4072.0,2265.0,4401.0,15308.0,67366.0,2016-2017 Maha.csv,Maha,2016-2017,69116.2064836751,-1750.2064836750942,-2.598056116846917,97.40194388315308,As Expected
MONARAGALA,6135.0,6546.0,12999.0,25680.0,5974.0,4900.0,1751.0,12625.0,4589.0,3437.0,3007.0,3922.0,12371.0,48526.0,2016-2017 Maha.csv,Maha,2016-2017,80050.1324578244,-31524.132457824395,-64.96338552080203,35.036614479197965,Below Expected
RATNAPURA,1853.0,4370.0,1732.0,7955.0,1851.0,4247.0,1651.0,7749.0,4978.0,3471.0,2843.0,3697.0,6587.0,24353.0,2016-2017 Maha.csv,Maha,2016-2017,32794.1188403487,-8441.118840348703,-34.66151537941405,65.33848462058594,Below Expected
KEGALLE,0.0,1168.0,2523.0,3691.0,0.0,686.0,1159.0,1845.0,0.0,4057.0,3960.0,3996.0,1728.0,6906.0,2016-2017 Maha.csv,Maha,2016-2017,22073.262802804526,-15167.262802804526,-219.62442517817152,-119.62442517817152,Below Expected
UDA_WALAWE,1206.0,0.0,0.0,1206.0,1206.0,0.0,0.0,1206.0,5085.0,0.0,0.0,5085.0,1182.0,6010.0,2016-2017 Maha.csv,Maha,2016-2017,36454.13571636844,-30444.135716368437,-506.55799860845985,-406.55799860845985,Below Expected
MAHAWELI_H,5705.0,0.0,0.0,5705.0,5655.0,0.0,0.0,5655.0,5241.0,0.0,0.0,5241.0,5072.0,26582.0,2016-2017 Maha.csv,Maha,2016-2017,59020.685379083574,-32438.685379083574,-122.03252343346465,-22.032523433464647,Below Expected
COLOMBO,24.0,224.0,698.0,946.0,23.0,218.0,667.0,908.0,2584.0,2627.0,2755.0,2720.0,772.0,2099.0,2017 Yala.csv,Yala,2017,9114.987095603166,-7015.987095603166,-334.2537920725663,-234.25379207256628,Below Expected
GAMPAHA,887.0,656.0,1185.0,2728.0,830.0,598.0,1168.0,2596.0,3368.0,2621.0,2203.0,2672.0,2206.0,5895.0,2017 Yala.csv,Yala,2017,18587.468989812114,-12692.468989812114,-215.30905835135053,-115.30905835135053,Below Expected
KALUTARA,102.0,974.0,4709.0,5785.0,102.0,941.0,4592.0,5635.0,3123.0,3065.0,3263.0,3228.0,5199.0,16778.0,2017 Yala.csv,Yala,2017,25050.648143161587,-8272.648143161587,-49.30652129670751,50.69347870329249,Below Expected
KANDY,3645.0,1979.0,653.0,6277.0,3645.0,1943.0,631.0,6219.0,5013.0,3084.0,2559.0,4162.0,4918.0,20468.0,2017 Yala.csv,Yala,2017,27317.90167748295,-6849.901677482951,-33.4663947502587,66.5336052497413,Below Expected
MATALE,3520.0,1732.0,205.0,5457.0,3339.0,1628.0,171.0,5138.0,4435.0,4054.0,3319.0,4277.0,4620.0,19762.0,2017 Yala.csv,Yala,2017,28136.76395504325,-8374.76395504325,-42.37811939602899,57.62188060397101,Below Expected
NUWARAELIYA,279.0,862.0,1.0,1142.0,279.0,862.0,1.0,1142.0,4152.0,3447.0,2654.0,3619.0,644.0,2329.0,2017 Yala.csv,Yala,2017,12021.377813607165,-9692.377813607165,-416.160490064713,-316.160490064713,Below Expected
GALLE,0.0,102.0,4817.0,4919.0,0.0,98.0,4752.0,4850.0,0.0,2692.0,2443.0,2448.0,3795.0,9291.0,2017 Yala.csv,Yala,2017,18918.21150030971,-9627.21150030971,-103.61867937046291,-3.618679370462914,Below Expected
MATARA,3626.0,2885.0,5410.0,11921.0,3554.0,2836.0,5246.0,11636.0,3841.0,3333.0,3340.0,3491.0,9188.0,32078.0,2017 Yala.csv,Yala,2017,34744.86636868845,-2666.8663686884465,-8.313692776009871,91.68630722399013,Below Expected
HAMBANTOTA,17090.0,3155.0,722.0,20967.0,16940.0,3118.0,714.0,20772.0,5667.0,4130.0,3073.0,5348.0,18149.0,97050.0,2017 Yala.csv,Yala,2017,96705.91773338518,344.08226661481604,0.35454123298796086,99.64545876701204,As Expected
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017 Yala.csv,Yala,2017,8048.633807975841,-8048.633807975841,-inf,-inf,Below Expected
MANNAR,0.0,101.0,0.0,101.0,0.0,101.0,0.0,101.0,0.0,2839.0,0.0,2839.0,97.0,274.0,2017 Yala.csv,Yala,2017,14373.811889770315,-14099.811889770315,-5145.916748091356,-5045.916748091356,Below Expected
VAVUNIYA,159.0,328.0,0.0,487.0,159.0,312.0,0.0,471.0,5321.0,3871.0,0.0,4361.0,445.0,1940.0,2017 Yala.csv,Yala,2017,18846.35538271613,-16906.35538271613,-871.4616176657798,-771.4616176657798,Below Expected
