District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year
POLONNARUWA,56805.0,5568.0,0.0,62373.0,56805.0,5342.0,0.0,62147.0,5238.0,5313.0,0.0,5244.0,54975.0,288314.0,2020 Yala.csv,Yala,2020
BADULLA,7869.0,3782.0,12.0,11663.0,7868.0,3759.0,12.0,11639.0,5317.0,4255.0,4556.0,4973.0,9893.0,49200.0,2020 Yala.csv,Yala,2020
MONARAGALA,7733.0,5943.0,724.0,14400.0,7691.0,5806.0,688.0,14185.0,5294.0,4646.0,3089.0,4922.0,13902.0,68422.0,2020 Yala.csv,Yala,2020
RATNAPURA,3953.0,5188.0,2321.0,11462.0,3931.0,5113.0,2280.0,11324.0,6073.0,3696.0,3109.0,4403.0,9626.0,42382.0,2020 Yala.csv,Yala,2020
KEGALLE,0.0,1749.0,4565.0,6314.0,0.0,1730.0,4522.0,6252.0,0.0,3816.0,3699.0,3731.0,5857.0,21855.0,2020 Yala.csv,Yala,2020
COLOMBO,307.0,727.0,2823.0,3857.0,307.0,727.0,2821.0,3855.0,3602.0,3694.0,3744.0,3723.0,3276.0,12198.0,2020-2021 Maha.csv,Maha,2020-2021
GAMPAHA,1858.0,4062.0,6530.0,12450.0,1841.0,4038.0,6477.0,12356.0,4137.0,3838.0,3587.0,3751.0,10502.0,39390.0,2020-2021 Maha.csv,Maha,2020-2021
KALUTARA,220.0,1681.0,11118.0,13019.0,220.0,1662.0,11028.0,12910.0,3273.0,3340.0,3362.0,3358.0,11910.0,39990.0,2020-2021 Maha.csv,Maha,2020-2021
KANDY,4242.0,5293.0,2651.0,12186.0,4242.0,5292.0,2650.0,12184.0,6162.0,3824.0,4201.0,4720.0,9635.0,45478.0,2020-2021 Maha.csv,Maha,2020-2021
MATALE,7303.0,7225.0,4380.0,18908.0,7301.0,7218.0,4363.0,18882.0,5990.0,5605.0,5237.0,5669.0,16980.0,96263.0,2020-2021 Maha.csv,Maha,2020-2021
NUWARAELIYA,865.0,4004.0,8.0,4877.0,865.0,4004.0,8.0,4877.0,4420.0,5154.0,2872.0,5020.0,2748.0,13798.0,2020-2021 Maha.csv,Maha,2020-2021
GALLE,255.0,2196.0,11060.0,13511.0,248.0,2163.0,10935.0,13346.0,2340.0,3361.0,3435.0,3403.0,10444.0,35538.0,2020-2021 Maha.csv,Maha,2020-2021
MATARA,4312.0,3291.0,6511.0,14114.0,4264.0,3170.0,6495.0,13929.0,3770.0,3716.0,3401.0,3585.0,10997.0,39430.0,2020-2021 Maha.csv,Maha,2020-2021
HAMBANTOTA,28878.0,4886.0,1148.0,34912.0,28878.0,4866.0,1146.0,34890.0,6224.0,4494.0,3197.0,5883.0,30483.0,179336.0,2020-2021 Maha.csv,Maha,2020-2021
JAFFNA,0.0,0.0,11228.0,11228.0,0.0,0.0,8635.0,8635.0,0.0,0.0,2549.0,2549.0,7663.0,19530.0,2020-2021 Maha.csv,Maha,2020-2021
MANNAR,16069.0,4057.0,116.0,20242.0,16062.0,4008.0,74.0,20144.0,5500.0,4177.0,3075.0,5228.0,19234.0,100561.0,2020-2021 Maha.csv,Maha,2020-2021
VAVUNIYA,4412.0,12249.0,2715.0,19376.0,4400.0,12147.0,2715.0,19262.0,4787.0,4105.0,4050.0,4253.0,18174.0,77297.0,2020-2021 Maha.csv,Maha,2020-2021
MULATIVU,7965.0,5315.0,9501.0,22781.0,7928.0,5315.0,9501.0,22744.0,4293.0,5112.0,3770.0,4266.0,21459.0,91546.0,2020-2021 Maha.csv,Maha,2020-2021
KILLINOCHCHI,12171.0,578.0,14609.0,27358.0,12171.0,578.0,14609.0,27358.0,3439.0,3712.0,3542.0,3500.0,24277.0,84963.0,2020-2021 Maha.csv,Maha,2020-2021
BATTICALOA,24514.0,3825.0,38735.0,67074.0,23698.0,3815.0,38117.0,65630.0,3810.0,4134.0,3776.0,3809.0,57925.0,220640.0,2020-2021 Maha.csv,Maha,2020-2021
AMPARA,60673.0,4471.0,16005.0,81149.0,60426.0,4396.0,15110.0,79932.0,4996.0,5083.0,3826.0,4780.0,76391.0,365123.0,2020-2021 Maha.csv,Maha,2020-2021
TRINCOMALEE,21161.0,7530.0,11147.0,39838.0,21161.0,7530.0,11147.0,39838.0,4450.0,4295.0,3839.0,4250.0,37009.0,157272.0,2020-2021 Maha.csv,Maha,2020-2021
KURUNEGALA,17094.0,33418.0,25545.0,76057.0,17078.0,33230.0,25326.0,75634.0,4442.0,3485.0,3704.0,3775.0,75634.0,285481.0,2020-2021 Maha.csv,Maha,2020-2021
PUTTALAM,8077.0,9672.0,1905.0,19654.0,7978.0,9409.0,1847.0,19234.0,4348.0,3218.0,3835.0,3746.0,16348.0,61240.0,2020-2021 Maha.csv,Maha,2020-2021
ANURADHAPURA,51479.0,48058.0,13012.0,112549.0,51406.0,47959.0,13001.0,112366.0,5723.0,4786.0,3773.0,5098.0,90353.0,460585.0,2020-2021 Maha.csv,Maha,2020-2021
POLONNARUWA,57596.0,6526.0,2401.0,66523.0,57596.0,6526.0,2401.0,66523.0,5259.0,5396.0,3811.0,5220.0,58846.0,307190.0,2020-2021 Maha.csv,Maha,2020-2021
BADULLA,10535.0,9081.0,3952.0,23568.0,10535.0,9081.0,3952.0,23568.0,5334.0,4813.0,3699.0,4859.0,20033.0,97344.0,2020-2021 Maha.csv,Maha,2020-2021
MONARAGALA,8815.0,10685.0,15400.0,34900.0,8813.0,10573.0,14828.0,34214.0,5652.0,4536.0,4019.0,4599.0,33530.0,154218.0,2020-2021 Maha.csv,Maha,2020-2021
RATNAPURA,4074.0,6007.0,3277.0,13358.0,4074.0,6000.0,3277.0,13351.0,6033.0,3824.0,3689.0,4465.0,11348.0,50666.0,2020-2021 Maha.csv,Maha,2020-2021
KEGALLE,0.0,1885.0,4866.0,6751.0,0.0,1885.0,4864.0,6749.0,0.0,4099.0,4188.0,4163.0,6322.0,26317.0,2020-2021 Maha.csv,Maha,2020-2021
COLOMBO,286.0,327.0,1908.0,2521.0,253.0,319.0,1776.0,2348.0,2606.0,2795.0,2372.0,2455.0,1996.0,4899.0,2021 Yala.csv,Yala,2021
GAMPAHA,1811.0,2777.0,5366.0,9954.0,1114.0,2442.0,4936.0,8492.0,3389.0,3118.0,2838.0,2991.0,7218.0,21588.0,2021 Yala.csv,Yala,2021
KALUTARA,163.0,1408.0,8195.0,9766.0,162.0,1360.0,7907.0,9429.0,2012.0,2696.0,3130.0,3048.0,8698.0,26515.0,2021 Yala.csv,Yala,2021
KANDY,3936.0,3124.0,2218.0,9278.0,3934.0,3109.0,2213.0,9256.0,2579.0,3077.0,3411.0,2945.0,7320.0,21559.0,2021 Yala.csv,Yala,2021
MATALE,7001.0,4486.0,856.0,12343.0,6997.0,4473.0,855.0,12325.0,5102.0,4063.0,3860.0,4639.0,11084.0,51415.0,2021 Yala.csv,Yala,2021
NUWARAELIYA,490.0,2082.0,1.0,2573.0,490.0,2082.0,1.0,2573.0,4658.0,3745.0,0.0,3917.0,1450.0,5680.0,2021 Yala.csv,Yala,2021
GALLE,100.0,989.0,7459.0,8548.0,97.0,953.0,7276.0,8326.0,2734.0,1894.0,3030.0,2897.0,6515.0,18873.0,2021 Yala.csv,Yala,2021
MATARA,4316.0,3316.0,6450.0,14082.0,4218.0,3250.0,6394.0,13862.0,3977.0,3869.0,3489.0,3727.0,10944.0,40787.0,2021 Yala.csv,Yala,2021
HAMBANTOTA,28735.0,4662.0,1093.0,34490.0,28735.0,4662.0,1093.0,34490.0,6051.0,4902.0,3464.0,5814.0,30134.0,175190.0,2021 Yala.csv,Yala,2021
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021 Yala.csv,Yala,2021
MANNAR,2210.0,530.0,0.0,2740.0,2210.0,522.0,0.0,2732.0,5182.0,3864.0,0.0,4931.0,2608.0,12860.0,2021 Yala.csv,Yala,2021
VAVUNIYA,2136.0,2876.0,0.0,5012.0,2136.0,2866.0,0.0,5002.0,5381.0,5829.0,0.0,5638.0,4719.0,26606.0,2021 Yala.csv,Yala,2021
MULATIVU,5875.0,1508.0,0.0,7383.0,5875.0,1508.0,0.0,7383.0,5322.0,5152.0,0.0,5287.0,6966.0,36832.0,2021 Yala.csv,Yala,2021
KILLINOCHCHI,9961.0,110.0,0.0,10071.0,9961.0,110.0,0.0,10071.0,4634.0,3308.0,0.0,4620.0,8937.0,41288.0,2021 Yala.csv,Yala,2021
BATTICALOA,22103.0,4401.0,1998.0,28502.0,22103.0,4401.0,1998.0,28502.0,4591.0,4709.0,5388.0,4665.0,25156.0,117353.0,2021 Yala.csv,Yala,2021
AMPARA,59755.0,2468.0,637.0,62860.0,59682.0,2468.0,626.0,62776.0,5247.0,4785.0,5277.0,5229.0,59995.0,313708.0,2021 Yala.csv,Yala,2021
TRINCOMALEE,20223.0,4501.0,515.0,25239.0,20223.0,4501.0,515.0,25239.0,5257.0,5306.0,5311.0,5267.0,23447.0,123491.0,2021 Yala.csv,Yala,2021
KURUNEGALA,15650.0,31749.0,21174.0,68573.0,15601.0,31442.0,20945.0,67988.0,4667.0,3897.0,3736.0,4024.0,67988.0,273572.0,2021 Yala.csv,Yala,2021
PUTTALAM,8194.0,9200.0,1208.0,18602.0,7808.0,8568.0,1115.0,17491.0,4474.0,3554.0,3326.0,3950.0,14868.0,58728.0,2021 Yala.csv,Yala,2021
ANURADHAPURA,40880.0,20703.0,521.0,62104.0,40870.0,20626.0,521.0,62017.0,4789.0,4546.0,2765.0,4691.0,49868.0,233948.0,2021 Yala.csv,Yala,2021
POLONNARUWA,56994.0,5632.0,0.0,62626.0,56994.0,5405.0,0.0,62399.0,5483.0,4995.0,0.0,5441.0,55199.0,300317.0,2021 Yala.csv,Yala,2021
BADULLA,7855.0,4186.0,57.0,12098.0,7855.0,4186.0,57.0,12098.0,4996.0,5260.0,5135.0,5088.0,10284.0,52327.0,2021 Yala.csv,Yala,2021
MONARAGALA,7972.0,7090.0,790.0,15852.0,7959.0,7018.0,782.0,15759.0,6096.0,4060.0,2965.0,5034.0,15444.0,77752.0,2021 Yala.csv,Yala,2021
RATNAPURA,4023.0,4916.0,1834.0,10773.0,4017.0,4907.0,1819.0,10743.0,4873.0,3808.0,3296.0,4119.0,9131.0,37617.0,2021 Yala.csv,Yala,2021
KEGALLE,0.0,1466.0,4011.0,5477.0,0.0,1463.0,3997.0,5460.0,0.0,3197.0,2915.0,2991.0,5115.0,15297.0,2021 Yala.csv,Yala,2021
COLOMBO,324.0,710.0,2796.0,3830.0,324.0,710.0,2777.0,3811.0,3321.0,2236.0,2500.0,2521.0,3239.0,8166.0,2021_2022 Maha.csv,Maha,2021_2022
GAMPAHA,1659.0,3076.0,6776.0,11511.0,1556.0,3036.0,6610.0,11202.0,2056.0,2671.0,3105.0,2842.0,9522.0,27059.0,2021_2022 Maha.csv,Maha,2021_2022
KALUTARA,145.0,1573.0,10221.0,11939.0,129.0,1544.0,9893.0,11566.0,3716.0,2341.0,2583.0,2563.0,10669.0,27349.0,2021_2022 Maha.csv,Maha,2021_2022
KANDY,4268.0,5181.0,2762.0,12211.0,4268.0,5176.0,2757.0,12201.0,3092.0,3190.0,3540.0,3235.0,9649.0,31211.0,2021_2022 Maha.csv,Maha,2021_2022
MATALE,7628.0,7839.0,4525.0,19992.0,7593.0,7815.0,4512.0,19920.0,3089.0,3601.0,3304.0,3339.0,17914.0,59812.0,2021_2022 Maha.csv,Maha,2021_2022
NUWARAELIYA,900.0,4133.0,11.0,5044.0,900.0,4126.0,8.0,5034.0,4652.0,3763.0,3870.0,3922.0,2836.0,11126.0,2021_2022 Maha.csv,Maha,2021_2022
GALLE,144.0,1756.0,9335.0,11235.0,144.0,1706.0,9071.0,10921.0,2653.0,2825.0,2453.0,2514.0,8546.0,21486.0,2021_2022 Maha.csv,Maha,2021_2022
MATARA,4259.0,3193.0,6233.0,13685.0,4105.0,2963.0,6110.0,13178.0,3149.0,2625.0,2573.0,2764.0,10404.0,28761.0,2021_2022 Maha.csv,Maha,2021_2022
HAMBANTOTA,29498.0,5463.0,1143.0,36104.0,29438.0,5438.0,1131.0,36007.0,4144.0,3180.0,3202.0,3969.0,31459.0,124870.0,2021_2022 Maha.csv,Maha,2021_2022
JAFFNA,0.0,0.0,11127.0,11127.0,0.0,0.0,7775.0,7775.0,0.0,0.0,2176.0,2176.0,6899.0,15013.0,2021_2022 Maha.csv,Maha,2021_2022
MANNAR,16114.0,4257.0,95.0,20466.0,15995.0,4094.0,82.0,20171.0,2702.0,2534.0,1304.0,2662.0,19259.0,51276.0,2021_2022 Maha.csv,Maha,2021_2022
VAVUNIYA,4432.0,12374.0,2053.0,18859.0,4432.0,12374.0,2053.0,18859.0,2524.0,2377.0,2020.0,2373.0,17793.0,42222.0,2021_2022 Maha.csv,Maha,2021_2022
MULATIVU,8095.0,4462.0,7433.0,19990.0,8013.0,4411.0,7404.0,19828.0,2267.0,2619.0,2158.0,2305.0,18707.0,43110.0,2021_2022 Maha.csv,Maha,2021_2022
KILLINOCHCHI,12171.0,577.0,14655.0,27403.0,12171.0,577.0,14655.0,27403.0,2847.0,2791.0,2172.0,2485.0,24317.0,60417.0,2021_2022 Maha.csv,Maha,2021_2022
BATTICALOA,24312.0,3830.0,38378.0,66520.0,24312.0,3830.0,38378.0,66520.0,1918.0,1717.0,1456.0,1639.0,58711.0,96253.0,2021_2022 Maha.csv,Maha,2021_2022
AMPARA,61692.0,4643.0,16107.0,82442.0,61535.0,4612.0,15083.0,81230.0,3046.0,2680.0,2141.0,2857.0,77631.0,221529.0,2021_2022 Maha.csv,Maha,2021_2022
TRINCOMALEE,21078.0,7495.0,11077.0,39650.0,21071.0,7490.0,11068.0,39629.0,3199.0,2482.0,1762.0,2662.0,36815.0,98005.0,2021_2022 Maha.csv,Maha,2021_2022
KURUNEGALA,17608.0,37541.0,26305.0,81454.0,17562.0,37171.0,25876.0,80609.0,3405.0,3060.0,3353.0,3229.0,80609.0,260302.0,2021_2022 Maha.csv,Maha,2021_2022
PUTTALAM,8316.0,10591.0,2023.0,20930.0,7836.0,9793.0,1849.0,19478.0,2490.0,2281.0,2803.0,2415.0,16557.0,39985.0,2021_2022 Maha.csv,Maha,2021_2022
ANURADHAPURA,52690.0,50615.0,13664.0,116969.0,52616.0,50328.0,13621.0,116565.0,3132.0,2698.0,2525.0,2873.0,93730.0,260448.0,2021_2022 Maha.csv,Maha,2021_2022
POLONNARUWA,57364.0,6768.0,2404.0,66536.0,57364.0,6768.0,2404.0,66536.0,3175.0,2701.0,2506.0,3103.0,58858.0,182628.0,2021_2022 Maha.csv,Maha,2021_2022
BADULLA,10490.0,8761.0,4944.0,24195.0,10490.0,8751.0,4944.0,24185.0,2830.0,3456.0,2686.0,3027.0,20557.0,62221.0,2021_2022 Maha.csv,Maha,2021_2022
MONARAGALA,8708.0,10660.0,14993.0,34361.0,8693.0,10552.0,14943.0,34188.0,3957.0,3129.0,2321.0,2987.0,33504.0,100062.0,2021_2022 Maha.csv,Maha,2021_2022
RATNAPURA,4168.0,5886.0,3038.0,13092.0,4164.0,5857.0,3020.0,13041.0,4524.0,2897.0,2676.0,3365.0,11085.0,37299.0,2021_2022 Maha.csv,Maha,2021_2022
KEGALLE,0.0,1784.0,4517.0,6301.0,0.0,1779.0,4512.0,6291.0,0.0,3395.0,3540.0,3499.0,5894.0,20620.0,2021_2022 Maha.csv,Maha,2021_2022
COLOMBO,287.0,382.0,2211.0,2880.0,287.0,382.0,2211.0,2880.0,3114.0,2187.0,2093.0,2207.0,2448.0,5412.0,2022 Yala.csv,Yala,2022
GAMPAHA,1744.0,2891.0,5215.0,9850.0,1744.0,2887.0,5205.0,9836.0,2604.0,2681.0,2352.0,2493.0,8360.0,20844.0,2022 Yala.csv,Yala,2022
KALUTARA,136.0,1505.0,9124.0,10765.0,136.0,1502.0,9023.0,10661.0,3618.0,2593.0,2267.0,2330.0,9834.0,22915.0,2022 Yala.csv,Yala,2022
KANDY,4135.0,3437.0,2518.0,10090.0,4135.0,3437.0,2517.0,10089.0,3469.0,3188.0,2881.0,3227.0,7978.0,25743.0,2022 Yala.csv,Yala,2022
MATALE,6525.0,5064.0,1127.0,12716.0,6520.0,5045.0,1118.0,12683.0,2723.0,2904.0,2419.0,2768.0,11406.0,31577.0,2022 Yala.csv,Yala,2022
NUWARAELIYA,638.0,2233.0,2.0,2873.0,638.0,2231.0,2.0,2871.0,4310.0,3530.0,4022.0,3704.0,1618.0,5993.0,2022 Yala.csv,Yala,2022
GALLE,203.0,1685.0,8727.0,10615.0,202.0,1654.0,8566.0,10422.0,2077.0,2039.0,2227.0,2194.0,8155.0,17896.0,2022 Yala.csv,Yala,2022
MATARA,4021.0,3165.0,6135.0,13321.0,3811.0,3143.0,6118.0,13072.0,2984.0,2502.0,2690.0,2730.0,10320.0,28178.0,2022 Yala.csv,Yala,2022
HAMBANTOTA,28270.0,3927.0,834.0,33031.0,28250.0,3920.0,833.0,33003.0,4833.0,3523.0,2252.0,4612.0,28834.0,132995.0,2022 Yala.csv,Yala,2022
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022 Yala.csv,Yala,2022
MANNAR,1845.0,430.0,0.0,2275.0,1844.0,430.0,0.0,2274.0,3575.0,2781.0,0.0,3425.0,2171.0,7435.0,2022 Yala.csv,Yala,2022
VAVUNIYA,2416.0,3069.0,0.0,5485.0,2409.0,3047.0,0.0,5456.0,4563.0,4215.0,0.0,4368.0,5147.0,22485.0,2022 Yala.csv,Yala,2022
MULATIVU,5008.0,1883.0,0.0,6891.0,5008.0,1883.0,0.0,6891.0,3358.0,4092.0,0.0,3558.0,6501.0,23132.0,2022 Yala.csv,Yala,2022
KILLINOCHCHI,10258.0,75.0,0.0,10333.0,10258.0,70.0,0.0,10328.0,2951.0,2038.0,0.0,2945.0,9164.0,26985.0,2022 Yala.csv,Yala,2022
BATTICALOA,22260.0,4438.0,1998.0,28696.0,22260.0,4438.0,1998.0,28696.0,2970.0,2974.0,2672.0,2950.0,25327.0,74720.0,2022 Yala.csv,Yala,2022
AMPARA,60016.0,2299.0,371.0,62686.0,60002.0,2273.0,369.0,62644.0,3746.0,2887.0,2602.0,3708.0,59869.0,221999.0,2022 Yala.csv,Yala,2022
TRINCOMALEE,19599.0,4443.0,449.0,24491.0,19599.0,4443.0,449.0,24491.0,4143.0,3441.0,4723.0,4026.0,22752.0,91605.0,2022 Yala.csv,Yala,2022
KURUNEGALA,14206.0,22765.0,19859.0,56830.0,14193.0,22660.0,19728.0,56581.0,2827.0,2835.0,2669.0,2775.0,56580.0,157003.0,2022 Yala.csv,Yala,2022
PUTTALAM,5939.0,6543.0,926.0,13408.0,5930.0,6462.0,916.0,13308.0,3232.0,2351.0,2515.0,2755.0,11312.0,31158.0,2022 Yala.csv,Yala,2022
ANURADHAPURA,37267.0,22127.0,524.0,59918.0,37249.0,22071.0,512.0,59832.0,3375.0,3073.0,1628.0,3248.0,48111.0,156283.0,2022 Yala.csv,Yala,2022
POLONNARUWA,53098.0,5538.0,0.0,58636.0,53095.0,5536.0,0.0,58631.0,4306.0,4123.0,0.0,4288.0,51865.0,222414.0,2022 Yala.csv,Yala,2022
BADULLA,7676.0,4888.0,30.0,12594.0,7676.0,4887.0,30.0,12593.0,3190.0,3598.0,3661.0,3349.0,10704.0,35851.0,2022 Yala.csv,Yala,2022
MONARAGALA,7809.0,6775.0,987.0,15571.0,7797.0,6691.0,949.0,15437.0,4060.0,3022.0,868.0,3414.0,15129.0,51654.0,2022 Yala.csv,Yala,2022
RATNAPURA,4163.0,5307.0,2140.0,11610.0,4142.0,5270.0,2110.0,11522.0,4341.0,2960.0,2411.0,3356.0,9793.0,32865.0,2022 Yala.csv,Yala,2022
KEGALLE,0.0,1719.0,4385.0,6104.0,0.0,1713.0,4375.0,6088.0,0.0,2562.0,2542.0,2548.0,5704.0,14533.0,2022 Yala.csv,Yala,2022
COLOMBO,388.0,638.0,3189.0,4215.0,388.0,637.0,3186.0,4211.0,2947.0,2699.0,2875.0,2855.0,3580.0,10222.0,2022-2023 Maha.csv,Maha,2022-2023
GAMPAHA,1859.0,2144.0,8345.0,12348.0,1847.0,2127.0,8275.0,12249.0,3705.0,3516.0,3380.0,3453.0,10411.0,35911.0,2022-2023 Maha.csv,Maha,2022-2023
KALUTARA,140.0,1428.0,11580.0,13148.0,139.0,1417.0,11515.0,13071.0,2554.0,2600.0,2753.0,2735.0,12058.0,32973.0,2022-2023 Maha.csv,Maha,2022-2023
KANDY,4360.0,5673.0,3145.0,13178.0,4360.0,5669.0,3143.0,13172.0,3987.0,3629.0,3052.0,3610.0,10417.0,37603.0,2022-2023 Maha.csv,Maha,2022-2023
MATALE,7657.0,8197.0,4420.0,20274.0,7657.0,8190.0,4416.0,20263.0,4134.0,4391.0,4042.0,4218.0,18223.0,76864.0,2022-2023 Maha.csv,Maha,2022-2023
NUWARAELIYA,877.0,4066.0,17.0,4960.0,877.0,4059.0,17.0,4953.0,3767.0,3935.0,3858.0,3905.0,2791.0,10898.0,2022-2023 Maha.csv,Maha,2022-2023
GALLE,0.0,223.0,12096.0,12319.0,0.0,215.0,11795.0,12010.0,0.0,2547.0,2532.0,2532.0,9400.0,23803.0,2022-2023 Maha.csv,Maha,2022-2023
MATARA,3825.0,4239.0,6503.0,14567.0,3779.0,4199.0,6485.0,14463.0,3765.0,3688.0,3014.0,3406.0,11418.0,38884.0,2022-2023 Maha.csv,Maha,2022-2023
HAMBANTOTA,30406.0,5649.0,1292.0,37347.0,30390.0,5607.0,1292.0,37289.0,5754.0,4364.0,3524.0,5468.0,32579.0,178137.0,2022-2023 Maha.csv,Maha,2022-2023
JAFFNA,0.0,0.0,11408.0,11408.0,0.0,0.0,11261.0,11261.0,0.0,0.0,2889.0,2889.0,9993.0,28869.0,2022-2023 Maha.csv,Maha,2022-2023
MANNAR,15196.0,6477.0,444.0,22117.0,15193.0,6476.0,444.0,22113.0,3802.0,2972.0,746.0,3497.0,21113.0,73839.0,2022-2023 Maha.csv,Maha,2022-2023
VAVUNIYA,4792.0,14342.0,4369.0,23503.0,4779.0,14059.0,4171.0,23009.0,3405.0,2745.0,2626.0,2861.0,21710.0,62101.0,2022-2023 Maha.csv,Maha,2022-2023
MULATIVU,8772.0,5335.0,11545.0,25652.0,8772.0,5335.0,11545.0,25652.0,3537.0,3226.0,2824.0,3152.0,24203.0,76274.0,2022-2023 Maha.csv,Maha,2022-2023
KILLINOCHCHI,11880.0,425.0,15578.0,27883.0,11880.0,425.0,15207.0,27512.0,3387.0,3261.0,3157.0,3258.0,24414.0,79545.0,2022-2023 Maha.csv,Maha,2022-2023
BATTICALOA,30212.0,4014.0,37207.0,71433.0,30212.0,4014.0,37207.0,71433.0,3800.0,3220.0,2494.0,3088.0,63047.0,194671.0,2022-2023 Maha.csv,Maha,2022-2023
AMPARA,60740.0,3796.0,16017.0,80553.0,60720.0,3457.0,15709.0,79886.0,4487.0,3878.0,3018.0,4172.0,76347.0,318517.0,2022-2023 Maha.csv,Maha,2022-2023
TRINCOMALEE,24819.0,10084.0,13700.0,48603.0,24809.0,10065.0,13700.0,48574.0,3684.0,2686.0,2483.0,3138.0,45126.0,141623.0,2022-2023 Maha.csv,Maha,2022-2023
KURUNEGALA,17552.0,34443.0,26258.0,78253.0,17523.0,34276.0,26058.0,77857.0,4391.0,3568.0,3588.0,3760.0,77857.0,292723.0,2022-2023 Maha.csv,Maha,2022-2023
PUTTALAM,6683.0,10406.0,2280.0,19369.0,6595.0,10245.0,2193.0,19033.0,4145.0,3305.0,3077.0,3570.0,16178.0,57756.0,2022-2023 Maha.csv,Maha,2022-2023
ANURADHAPURA,55236.0,47959.0,15623.0,118818.0,55089.0,47181.0,15087.0,117357.0,4730.0,3240.0,2539.0,3849.0,94367.0,363239.0,2022-2023 Maha.csv,Maha,2022-2023
POLONNARUWA,58842.0,7768.0,2877.0,69487.0,58842.0,7737.0,2870.0,69449.0,4383.0,4935.0,3696.0,4416.0,61434.0,271313.0,2022-2023 Maha.csv,Maha,2022-2023
BADULLA,10718.0,10022.0,5026.0,25766.0,10718.0,10007.0,5026.0,25751.0,3677.0,4051.0,2855.0,3662.0,21889.0,80152.0,2022-2023 Maha.csv,Maha,2022-2023
MONARAGALA,9454.0,11767.0,14407.0,35628.0,9446.0,11741.0,14386.0,35573.0,4913.0,4429.0,3058.0,4003.0,34861.0,139548.0,2022-2023 Maha.csv,Maha,2022-2023
RATNAPURA,4683.0,6687.0,3271.0,14641.0,4683.0,6662.0,3253.0,14598.0,5292.0,3262.0,2578.0,3761.0,12409.0,46666.0,2022-2023 Maha.csv,Maha,2022-2023
KEGALLE,0.0,742.0,6389.0,7131.0,0.0,741.0,6386.0,7127.0,0.0,3674.0,3571.0,3581.0,6676.0,23909.0,2022-2023 Maha.csv,Maha,2022-2023
COLOMBO,210.0,278.0,1730.0,2218.0,208.0,278.0,1729.0,2215.0,2133.0,2542.0,2372.0,2371.0,1883.0,4464.0,2023 Yala.csv,Yala,2023
GAMPAHA,1570.0,1481.0,5609.0,8660.0,1454.0,1474.0,5539.0,8467.0,2370.0,3242.0,2424.0,2557.0,7197.0,18401.0,2023 Yala.csv,Yala,2023
KALUTARA,112.0,1090.0,7930.0,9132.0,112.0,1090.0,7913.0,9115.0,3122.0,2946.0,2415.0,2487.0,8408.0,20913.0,2023 Yala.csv,Yala,2023
KANDY,4196.0,3296.0,2408.0,9900.0,4196.0,3266.0,2399.0,9861.0,4811.0,2846.0,3172.0,3762.0,7798.0,29335.0,2023 Yala.csv,Yala,2023
MATALE,6820.0,4124.0,813.0,11757.0,6771.0,4039.0,756.0,11566.0,4293.0,3716.0,2527.0,3976.0,10402.0,41359.0,2023 Yala.csv,Yala,2023
NUWARAELIYA,520.0,1916.0,3.0,2439.0,520.0,1913.0,3.0,2436.0,4177.0,4104.0,3694.0,4119.0,1372.0,5653.0,2023 Yala.csv,Yala,2023
GALLE,0.0,127.0,5556.0,5683.0,0.0,80.0,4944.0,5024.0,0.0,2328.0,2167.0,2169.0,3931.0,8527.0,2023 Yala.csv,Yala,2023
MATARA,3469.0,3941.0,5562.0,12972.0,2201.0,2697.0,4811.0,9709.0,3573.0,2930.0,2775.0,2999.0,7666.0,22989.0,2023 Yala.csv,Yala,2023
HAMBANTOTA,29254.0,4558.0,1135.0,34947.0,27781.0,4128.0,1011.0,32920.0,5289.0,4253.0,2938.0,5087.0,28762.0,146310.0,2023 Yala.csv,Yala,2023
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023 Yala.csv,Yala,2023
MANNAR,1983.0,391.0,0.0,2374.0,1982.0,387.0,0.0,2369.0,5045.0,3704.0,0.0,4826.0,2262.0,10918.0,2023 Yala.csv,Yala,2023
VAVUNIYA,2063.0,3640.0,0.0,5703.0,2036.0,3494.0,0.0,5530.0,4068.0,4074.0,0.0,4071.0,5218.0,21243.0,2023 Yala.csv,Yala,2023
MULATIVU,4203.0,1549.0,0.0,5752.0,4203.0,1549.0,0.0,5752.0,4428.0,4389.0,0.0,4418.0,5427.0,23973.0,2023 Yala.csv,Yala,2023
KILLINOCHCHI,6807.0,75.0,0.0,6882.0,6807.0,75.0,0.0,6882.0,3999.0,3010.0,0.0,3988.0,6107.0,24355.0,2023 Yala.csv,Yala,2023
